"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","consent","fav_China","fav_France","fav_Korea","fav_UK","fav_US","fav_Russia","fav_UN","fav_WHO","interest","leader_sup","hawk_dove","priming_1","priming_2","priming_3","priming_4","DV1_G1","DV2_G1","DV3_G1","DV4_G1","DV5_G1","DV6_G1","DV7_G1","DV8_G1","DV9_G1","DV10_G1","DV11_G1","DV12_G1","DV1_G2","DV2_G2","DV3_G2","DV4_G2","DV5_G2","DV6_G2","DV7_G2","DV8_G2","DV9_G2","DV10_G2","DV11_G2","DV12_G2","DV1_G3","DV2_G3","DV3_G3","DV4_G3","DV5_G3","DV6_G3","DV7_G3","DV8_G3","DV9_G3","DV10_G3","DV11_G3","DV12_G3","DV1_G4","DV2_G4","DV3_G4","DV4_G4","DV5_G4","DV6_G4","DV7_G4","DV8_G4","DV9_G4","DV10_G4","DV11_G4","DV12_G4","DV1_G5","DV2_G5","DV3_G5","DV4_G5","DV5_G5","DV6_G5","DV7_G5","DV8_G5","DV9_G5","DV1_G6","DV2_G6","DV3_G6","DV4_G6","DV5_G6","DV6_G6","DV7_G6","DV8_G6","DV9_G6","knowledge","SDO1","SDO2","SDO3","SDO4","SDO5","SDO6","SDO7","SDO8","SDO9","SDO10","SDO11","SDO12","SDO13","SDO14","SDO15","SDO16","check1","check2","liberal","age","gender","education","free_writing"
2021-01-21 22:40:18,2021-01-21 22:42:08,100,109,TRUE,2021-01-21 22:42:08,"JA","同意する",0,83,0,100,65,1,55,1,"やや注意を払っている","どちらかと言えば支持している","タカ派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスには影響はない","どちらでもない","そう思う","そう思う","どちらでもない","どちらでもない","どちらでもない","国際社会の上位6～15パーセント","支持しない","ステータスには影響はない","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","５","４","３","３","４","３","５","４","４","３","４","４","２","４","５","４","自衛隊の派遣継続","アメリカ主導の平和維持活動","5 (中間)","1975年","女性","大学卒業",NA
2021-01-21 22:39:06,2021-01-21 22:42:14,100,187,TRUE,2021-01-21 22:42:14,"JA","同意する",15,68,0,82,73,9,15,13,"かなり注意を払っている","とても支持している","タカ派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスを上げる影響をもつ","そう思う","そう思う","そう思う","そう思わない","どちらでもない","そう思わない","国際社会の上位5パーセント","支持する","ステータスを下げる影響がある","国際社会の上位5パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はあったはずだ","６","４","４","３","４","４","２","５","３","５","２","３","４","４","４","３","中東のB国への自衛隊派遣,自衛隊の早期撤退","国連主導の平和維持活動","7","1975年","男性","大学卒業",NA
2021-01-21 22:38:10,2021-01-21 22:42:17,100,247,TRUE,2021-01-21 22:42:17,"JA","同意する",5,50,80,54,60,50,20,20,"わからない","わからない","わからない","わからない","わからない","わからない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","ステータスには影響はない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","わからない","わからない","ステータスには影響はない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","４","４","４","４","４","４","４","４","４","４","４","４","４","４","４","どれでもない","どれでもない","5 (中間)","2000年以降","女性","高校・高専・専門学校・短大卒業","特にない"
2021-01-21 22:36:14,2021-01-21 22:43:10,100,415,TRUE,2021-01-21 22:43:10,"JA","同意する",20,50,10,50,50,21,50,42,"やや注意を払っている","まったく支持していない","ハト派",NA,NA,NA,NA,"わからない","ステータスには影響はない","そう思わない","どちらでもない","そう思わない","どちらでもない","そう思う","どちらでもない","国際社会の上位30～49パーセント","わからない","ステータスには影響はない","国際社会の上位30～49パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","１　全く同意しない／反対する","６","２","４","４","６","６","７　完全に同意する／賛成する","５","６","６","５","７　完全に同意する／賛成する","中東のB国への自衛隊派遣","国連主導の平和維持活動","3","1952年","男性","大学卒業","特にない。"
2021-01-21 22:39:03,2021-01-21 22:43:12,100,249,TRUE,2021-01-21 22:43:12,"JA","同意する",3,44,3,16,13,7,17,12,"やや注意を払っている","どちらかと言えば支持している","タカ派","どちらかといえば同意する","どちらかといえば同意しない","どちらかといえば同意しない","低くなる",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスには影響はない","そう思う","そう思う","そう思う","そう思わない","そう思わない","そう思う","国際社会の上位6～15パーセント","支持する","ステータスには影響はない","国際社会の上位6～15パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はなかったはずだ","６","５","４","６","５","５","４","５","６","５","５","４","６","５","５","５","どれでもない","どれでもない","3","1962年","男性","高校・高専・専門学校・短大卒業",NA
2021-01-21 22:37:55,2021-01-21 22:43:20,100,325,TRUE,2021-01-21 22:43:20,"JA","同意する",9,75,11,74,80,9,50,74,"かなり注意を払っている","どちらかと言えば支持していない","タカ派","強く同意する","どちらかといえば同意しない","どちらかといえば同意しない","技術立国の復活は必ずや他国を屈服させる地位を盛り返すだろうという期待",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスを上げる影響をもつ","そう思う","そう思う","そう思う","そう思う","そう思う","そう思う","国際社会の上位30～49パーセント","支持する","ステータスを上げる影響をもつ","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はあったはずだ","６","６","６","５","６","６","６","６","６","６","６","６","６","６","６","６","中東のB国への自衛隊派遣","国連主導の平和維持活動","7","1958年","男性","大学院卒業","一体誰が知りたいんだろう"
2021-01-21 22:40:47,2021-01-21 22:43:21,100,154,TRUE,2021-01-21 22:43:21,"JA","同意する",4,10,4,11,23,10,23,24,"やや注意を払っている","まったく支持していない","わからない","わからない","どちらかといえば同意しない","どちらかといえば同意しない","変わらない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスには影響はない","そう思う","そう思う","どちらでもない","どちらでもない","どちらでもない","どちらでもない","わからない","答えたくない","ステータスには影響はない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","３","５","５","４","３","５","４","５","４","５","４","３","３","４","５","自衛隊の派遣継続","国連主導の平和維持活動","5 (中間)","1977年","男性","高校・高専・専門学校・短大卒業",NA
2021-01-21 22:41:06,2021-01-21 22:43:26,100,139,TRUE,2021-01-21 22:43:26,"JA","同意する",3,38,52,74,49,54,61,63,"ほとんど注意を払っていない","まったく支持していない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","ステータスには影響はない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","４","４","５","４","４","５","４","４","４","４","５","５","４","４","４","どれでもない","どれでもない","答えたくない","1975年","女性","大学卒業",NA
2021-01-21 22:37:02,2021-01-21 22:43:33,100,390,TRUE,2021-01-21 22:43:34,"JA","同意する",20,21,21,20,53,20,19,19,"やや注意を払っている","まったく支持していない","わからない",NA,NA,NA,NA,"支持する","ステータスを下げる影響がある","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","国際社会の上位16～29パーセント","支持しない","ステータスには影響はない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","４","３","５","５","４","４","４","４","４","４","４","４","４","４","４","自衛隊の早期撤退","どれでもない","5 (中間)","1964年","男性","高校・高専・専門学校・短大在学中・中退","nashi"
2021-01-21 22:41:25,2021-01-21 22:43:48,100,143,TRUE,2021-01-21 22:43:49,"JA","同意する",7,32,9,17,29,14,18,31,"あまり注意を払っていない","まったく支持していない","わからない",NA,NA,NA,NA,"支持しない","ステータスには影響はない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","国際社会の50パーセント以下","支持しない","ステータスには影響はない","国際社会の上位30～49パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","３","４","４","３","４","４","４","４","４","４","４","４","４","４","４","どれでもない","どれでもない","5 (中間)","1970年","男性","高校・高専・専門学校・短大卒業","特にありません"
2021-01-21 22:39:04,2021-01-21 22:43:59,100,295,TRUE,2021-01-21 22:44:00,"JA","同意する",15,36,14,31,32,36,36,51,"やや注意を払っている","どちらかと言えば支持していない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスを上げる影響をもつ","そう思う","そう思う","そう思う","そう思う","そう思う","そう思う","国際社会の上位6～15パーセント","支持しない","ステータスには影響はない","国際社会の上位6～15パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"授権決議はあったはずだ","４","４","３","４","６","５","６","５","５","５","６","５","６","６","５","５","中東のB国への自衛隊派遣,アジアのC国への自衛隊派遣,自衛隊の派遣継続","国連主導の平和維持活動","5 (中間)","1963年","男性","大学卒業","自衛隊を作った意味が無い。だったら除隊すれば良い。税金で給料が出ている以上。"
2021-01-21 22:40:01,2021-01-21 22:44:02,100,241,TRUE,2021-01-21 22:44:02,"JA","同意する",15,31,55,22,47,12,14,26,"わからない","わからない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","ステータスを上げる影響をもつ","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","わからない","わからない","ステータスには影響はない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","４","４","５","４","５","５","５","４","４","５","４","５","４","４","３","どれでもない","どれでもない","5 (中間)","1967年","女性","高校・高専・専門学校・短大卒業","特になし"
2021-01-21 22:39:13,2021-01-21 22:44:17,100,303,TRUE,2021-01-21 22:44:17,"JA","同意する",0,10,0,22,15,0,0,1,"やや注意を払っている","とても支持している","わからない","わからない","わからない","わからない","低くなる
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスには影響はない","そう思う","そう思わない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","国際社会の50パーセント以下","支持する","ステータスには影響はない","国際社会の50パーセント以下",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","５","５","５","５","５","５","５","５","５","５","５","５","５","５","６","５","自衛隊の派遣継続","どれでもない","5 (中間)","1976年","男性","高校・高専・専門学校・短大卒業","なし"
2021-01-21 22:41:47,2021-01-21 22:44:20,100,152,TRUE,2021-01-21 22:44:20,"JA","同意する",61,61,62,62,59,59,52,62,"かなり注意を払っている","どちらかと言えば支持している","タカ派",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスを上げる影響をもつ","そう思う","そう思う","どちらでもない","どちらでもない","そう思う","そう思う","国際社会の上位16～29パーセント","支持する","ステータスには影響はない","国際社会の上位16～29パーセント",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","３","３","３","３","２","２","２","２","４","４","４","４","５","５","３","３","中東のB国への自衛隊派遣","国連主導の平和維持活動","5 (中間)","1980年","女性","大学卒業",NA
2021-01-21 22:41:17,2021-01-21 22:44:28,100,190,TRUE,2021-01-21 22:44:28,"JA","同意する",45,50,25,45,45,40,35,35,"わからない","わからない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","ステータスには影響はない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","どちらでもない","わからない","わからない","ステータスには影響はない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"わからない","４","４","２","５","４","４","４","４","４","１　全く同意しない／反対する","４","３","３","１　全く同意しない／反対する","３","４","どれでもない","どれでもない","5 (中間)","1998年","女性","高校・高専・専門学校・短大卒業","特にない"
2021-01-21 22:37:33,2021-01-21 22:44:52,100,439,TRUE,2021-01-21 22:44:52,"JA","同意する",20,60,50,60,85,41,51,52,"あまり注意を払っていない","わからない","ハト派","どちらかといえば同意しない","どちらかといえば同意しない","わからない","わからない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"支持する","ステータスには影響はない","そう思う","どちらでもない","どちらでもない","そう思う","そう思う","どちらでもない","わからない","わからない","２","４","４","５","５","３","２","３","６","６","６","４","６","４","４","６","中東のB国への自衛隊派遣","どれでもない","5 (中間)","1978年","女性","大学卒業","少しわかりにくい質問があった。"
2021-01-21 22:44:25,2021-01-21 22:44:57,100,32,TRUE,2021-01-21 22:44:57,"JA","同意しない",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
